2025-04-07T08:31:14.687273 - New user added
2025-04-07T08:31:17.786136 - User accepted by admin
2025-04-07T08:31:22.612275 - Network activity reported
2025-04-07T08:31:24.479730 - Activity updated
User Logs:
  PID: 0, Name: System Idle Process, CPU: 0.0%, Memory: 0.00010413851672386474%
  PID: 8976, Name: AggregatorHost.exe, CPU: 0.0%, Memory: 0.16755887340869838%
  PID: 9032, Name: svchost.exe, CPU: 0.0%, Memory: 0.4695085026495442%
  PID: 9108, Name: sihost.exe, CPU: 0.0%, Memory: 0.49965660324110306%
  PID: 9180, Name: svchost.exe, CPU: 0.0%, Memory: 0.3907797840063025%
  PID: 9244, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.137192602624603%
  PID: 9252, Name: ShellHost.exe, CPU: 0.0%, Memory: 1.8482503948151516%
  PID: 9340, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.13657766468334862%
  PID: 9352, Name: svchost.exe, CPU: 0.0%, Memory: 0.1539167277178721%
  PID: 9356, Name: conhost.exe, CPU: 0.0%, Memory: 0.09716123610336581%
  PID: 9440, Name: svchost.exe, CPU: 0.0%, Memory: 0.27091635125713415%
  PID: 9608, Name: OpenConsole.exe, CPU: 0.0%, Memory: 0.21353602854228465%
  PID: 9612, Name: svchost.exe, CPU: 0.0%, Memory: 0.10747094925902842%
  PID: 9704, Name: svchost.exe, CPU: 0.0%, Memory: 0.10653370260851364%
  PID: 9736, Name: PhoneExperienceHost.exe, CPU: 0.0%, Memory: 1.4784024526703459%
  PID: 9924, Name: RtkAudUService64.exe, CPU: 0.0%, Memory: 0.13725456504205372%
  PID: 9960, Name: svchost.exe, CPU: 0.0%, Memory: 0.10731474148394263%
  PID: 10084, Name: svchost.exe, CPU: 0.0%, Memory: 0.09518260428561238%
  PID: 10116, Name: BraveCrashHandler.exe, CPU: 0.0%, Memory: 0.022181504062183194%
  PID: 10124, Name: BraveCrashHandler64.exe, CPU: 0.0%, Memory: 0.01754734006797121%
  PID: 10256, Name: svchost.exe, CPU: 0.0%, Memory: 0.2721139441994586%
  PID: 10476, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.40624435373979634%
  PID: 10572, Name: WindowsTerminal.exe, CPU: 0.0%, Memory: 1.165726556206942%
  PID: 10672, Name: svchost.exe, CPU: 0.0%, Memory: 0.10898095775152446%
  PID: 10680, Name: TextInputHost.exe, CPU: 0.0%, Memory: 0.9104309824583875%
  PID: 10768, Name: SearchHost.exe, CPU: 0.0%, Memory: 1.3810329395335323%
  PID: 10792, Name: StartMenuExperienceHost.exe, CPU: 0.0%, Memory: 1.7357287274950155%
  PID: 10800, Name: svchost.exe, CPU: 0.0%, Memory: 0.14532530008815325%
  PID: 10908, Name: svchost.exe, CPU: 0.0%, Memory: 0.2213464172965745%
  PID: 10924, Name: msedge.exe, CPU: 0.0%, Memory: 0.37333658245505513%
  PID: 11072, Name: Widgets.exe, CPU: 0.0%, Memory: 0.32475596440337223%
  PID: 11112, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.5547979478463894%
  PID: 11136, Name: svchost.exe, CPU: 0.0%, Memory: 0.27112462829058187%
  PID: 11216, Name: svchost.exe, CPU: 0.0%, Memory: 0.2039032157453272%
  PID: 11276, Name: conhost.exe, CPU: 0.0%, Memory: 0.11955101719899673%
  PID: 11664, Name: svchost.exe, CPU: 0.0%, Memory: 0.20348666167843169%
  PID: 11736, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.05618272977252504%
  PID: 12008, Name: WhatsApp.exe, CPU: 0.0%, Memory: 2.4897957270925204%
  PID: 12092, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.45435634846622186%
  PID: 12320, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.2116615352412551%
  PID: 12464, Name: chrome.exe, CPU: 0.0%, Memory: 2.5877900713296773%
  PID: 12528, Name: chrome.exe, CPU: 0.0%, Memory: 0.1148127146880609%
  PID: 12548, Name: svchost.exe, CPU: 0.0%, Memory: 0.21390051335081817%
  PID: 12572, Name: NisSrv.exe, CPU: 0.0%, Memory: 0.13256833178947983%
  PID: 12660, Name: uihost.exe, CPU: 0.0%, Memory: 0.11746824686451943%
  PID: 12680, Name: MoUsoCoreWorker.exe, CPU: 0.0%, Memory: 0.40364089082169974%
  PID: 12724, Name: conhost.exe, CPU: 0.0%, Memory: 0.11960308645735866%
  PID: 12752, Name: SearchIndexer.exe, CPU: 0.0%, Memory: 0.44441112011909284%
  PID: 13032, Name: mcshield.exe, CPU: 0.0%, Memory: 0.09283948765932541%
  PID: 13216, Name: FileCoAuth.exe, CPU: 0.0%, Memory: 0.3398039800699707%
  PID: 13572, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.5811970618358892%
  PID: 13620, Name: sppsvc.exe, CPU: 0.0%, Memory: 0.19515558034052255%
  PID: 13632, Name: ExpressVPNNotificationService.exe, CPU: 0.0%, Memory: 0.783746476863806%
  PID: 13720, Name: msedge.exe, CPU: 0.0%, Memory: 0.8712228309118525%
  PID: 13756, Name: browserhost.exe, CPU: 0.0%, Memory: 0.027492568415100293%
  PID: 13776, Name: servicehost.exe, CPU: 0.0%, Memory: 0.14792876300624988%
  PID: 13816, Name: mcapexe.exe, CPU: 0.0%, Memory: 0.02129632667003034%
  PID: 14060, Name: RtkAudUService64.exe, CPU: 0.0%, Memory: 0.18380448201762128%
  PID: 14260, Name: MfeAVSvc.exe, CPU: 0.0%, Memory: 0.4405059257419479%
  PID: 15016, Name: OneDrive.exe, CPU: 0.0%, Memory: 3.380127975823202%
  PID: 15100, Name: msedge.exe, CPU: 0.0%, Memory: 0.46909194858264874%
  PID: 15132, Name: msedge.exe, CPU: 0.0%, Memory: 0.2119739507914267%
  PID: 15160, Name: chrome.exe, CPU: 0.0%, Memory: 0.3982256879520588%
  PID: 15208, Name: BraveCrashHandler64.exe, CPU: 0.0%, Memory: 0.02603462918096619%
  PID: 15236, Name: BraveCrashHandler.exe, CPU: 0.0%, Memory: 0.03020016984992078%
  PID: 15244, Name: smartscreen.exe, CPU: 0.0%, Memory: 0.14610633896358224%
  PID: 15284, Name: SecurityHealthSystray.exe, CPU: 0.0%, Memory: 0.14600220044685838%
  PID: 15304, Name: SecurityHealthService.exe, CPU: 0.0%, Memory: 0.2988254737391299%
  PID: 15484, Name: svchost.exe, CPU: 0.0%, Memory: 0.2143691366760756%
  PID: 15556, Name: DesktopExtension.exe, CPU: 0.0%, Memory: 0.6093144613513326%
  PID: 15780, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.1174161776061575%
  PID: 15788, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.5723353947552718%
  PID: 15852, Name: cmd.exe, CPU: 0.0%, Memory: 0.045300254774881164%
  PID: 15856, Name: cmd.exe, CPU: 0.0%, Memory: 0.045716808841776625%
  PID: 15868, Name: conhost.exe, CPU: 0.0%, Memory: 0.10283678526481643%
  PID: 15884, Name: conhost.exe, CPU: 0.0%, Memory: 0.10268057748973064%
  PID: 15964, Name: MfeBrowserHost.exe, CPU: 0.0%, Memory: 0.02473289772191788%
  PID: 15972, Name: browserhost.exe, CPU: 0.0%, Memory: 0.0234832355212315%
  PID: 15992, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.631538141512789%
  PID: 16236, Name: cmd.exe, CPU: 0.0%, Memory: 0.07419869316575363%
  PID: 16492, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.4511280544477821%
  PID: 16536, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.11783273167305297%
  PID: 16732, Name: MfeBrowserHost.exe, CPU: 0.0%, Memory: 0.007081419137222803%
  PID: 16748, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.09252707210915383%
  PID: 16756, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.22202331765527966%
  PID: 16804, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.040561952263945315%
  PID: 16972, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.6750258654040913%
  PID: 17292, Name: chrome.exe, CPU: 0.0%, Memory: 1.220347208228609%
  PID: 17412, Name: HP.myHP.exe, CPU: 0.0%, Memory: 1.3932171459902245%
  PID: 17544, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.8456047557977818%
  PID: 17552, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.46018810540275834%
  PID: 17600, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.2458189687266827%
  PID: 17764, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.3092294322524276%
  PID: 17904, Name: chrome.exe, CPU: 0.0%, Memory: 0.6478457125391626%
  PID: 17920, Name: chrome.exe, CPU: 0.0%, Memory: 1.1515116486741344%
  PID: 18036, Name: ModuleCoreService.exe, CPU: 0.0%, Memory: 0.1417325212611799%
  PID: 18048, Name: conhost.exe, CPU: 0.0%, Memory: 0.0855497914886549%
  PID: 18336, Name: svchost.exe, CPU: 0.0%, Memory: 0.4269158493094835%
  PID: 18480, Name: dllhost.exe, CPU: 0.0%, Memory: 0.1252786356188093%
  PID: 18564, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.750682497803979%
  PID: 18572, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.4586260276519004%
  PID: 18624, Name: CrossDeviceService.exe, CPU: 0.0%, Memory: 1.21956616935318%
  PID: 18640, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.25227555676356234%
  PID: 18760, Name: python.exe, CPU: 0.0%, Memory: 0.6200407285738907%
  PID: 18816, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.0350847869768536%
  PID: 19000, Name: unsecapp.exe, CPU: 0.0%, Memory: 0.12293551899252232%
  PID: 19124, Name: chrome.exe, CPU: 0.0%, Memory: 0.9105351209751114%
  PID: 19172, Name: HPSystemEventUtilityHost.exe, CPU: 0.0%, Memory: 0.4767981988202148%
  PID: 19188, Name: HPMediaNetwork.exe, CPU: 0.0%, Memory: 0.52355639282923%
  PID: 19256, Name: svchost.exe, CPU: 0.0%, Memory: 0.1936455718480265%
  PID: 19400, Name: svchost.exe, CPU: 0.0%, Memory: 0.37875178532469606%
  PID: 19772, Name: SearchFilterHost.exe, CPU: 0.0%, Memory: 0.15933193058751308%
  PID: 20044, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.7071005285550417%
  PID: 20648, Name: svchost.exe, CPU: 0.0%, Memory: 0.3007520362985214%
  PID: 21000, Name: FileSyncHelper.exe, CPU: 0.0%, Memory: 0.33912707971126554%
  PID: 21260, Name: ApplicationFrameHost.exe, CPU: 0.0%, Memory: 0.6417536093108165%
  PID: 21384, Name: taskhostw.exe, CPU: 0.0%, Memory: 0.4654471004973135%
  PID: 21552, Name: SearchProtocolHost.exe, CPU: 0.0%, Memory: 0.2107242885907403%
  PID: 22028, Name: SearchFilterHost.exe, CPU: 0.0%, Memory: 0.13001693812974513%
  PID: 22524, Name: SearchFilterHost.exe, CPU: 0.0%, Memory: 0.1311103925553457%
2025-04-07T08:31:24.601424 - Web activity reported
2025-04-07T08:31:33.228957 - Network activity reported
2025-04-07T08:31:36.729311 - Activity updated
User Logs:
  PID: 0, Name: System Idle Process, CPU: 1084.8%, Memory: 0.00010413851672386474%
  PID: 4, Name: System, CPU: 8.2%, Memory: 0.1311103925553457%
  PID: 188, Name: , CPU: 0.0%, Memory: 0.5428220184231449%
  PID: 232, Name: Registry, CPU: 0.0%, Memory: 0.6901780195874136%
  PID: 792, Name: smss.exe, CPU: 0.0%, Memory: 0.018276309685038263%
  PID: 1068, Name: csrss.exe, CPU: 0.0%, Memory: 0.06425346481862455%
  PID: 1200, Name: wininit.exe, CPU: 0.0%, Memory: 0.06388898001009102%
  PID: 1208, Name: csrss.exe, CPU: 1.4%, Memory: 0.07263661541489566%
  PID: 1284, Name: services.exe, CPU: 0.4%, Memory: 0.13262040104784176%
  PID: 1312, Name: winlogon.exe, CPU: 0.0%, Memory: 0.11871790906520581%
  PID: 1340, Name: svchost.exe, CPU: 0.0%, Memory: 0.1856269060602889%
  PID: 1360, Name: LsaIso.exe, CPU: 0.0%, Memory: 0.042852999631870343%
  PID: 1376, Name: lsass.exe, CPU: 0.4%, Memory: 0.375002798722637%
  PID: 1512, Name: svchost.exe, CPU: 0.5%, Memory: 0.4591467202355197%
  PID: 1528, Name: svchost.exe, CPU: 0.1%, Memory: 0.18984451598760543%
  PID: 1536, Name: McUICnt.exe, CPU: 0.0%, Memory: 0.08742428478968445%
  PID: 1540, Name: fontdrvhost.exe, CPU: 0.1%, Memory: 0.08029079639409972%
  PID: 1548, Name: fontdrvhost.exe, CPU: 0.0%, Memory: 0.045300254774881164%
  PID: 1568, Name: svchost.exe, CPU: 0.0%, Memory: 0.11491685320478476%
  PID: 1644, Name: svchost.exe, CPU: 2.0%, Memory: 0.20947462639005393%
  PID: 1660, Name: svchost.exe, CPU: 2.0%, Memory: 0.11554168430512794%
  PID: 1700, Name: svchost.exe, CPU: 0.3%, Memory: 0.12345621157614166%
  PID: 1796, Name: dwm.exe, CPU: 2.3%, Memory: 1.311364271845267%
  PID: 1836, Name: svchost.exe, CPU: 0.1%, Memory: 0.056547214581058554%
  PID: 1852, Name: svchost.exe, CPU: 0.0%, Memory: 0.12621588226932406%
  PID: 1892, Name: svchost.exe, CPU: 0.0%, Memory: 0.1345990328655952%
  PID: 1972, Name: svchost.exe, CPU: 0.1%, Memory: 0.1507405029577942%
  PID: 1988, Name: svchost.exe, CPU: 0.0%, Memory: 0.12491415081027576%
  PID: 1996, Name: svchost.exe, CPU: 0.0%, Memory: 0.1402225127686839%
  PID: 2016, Name: svchost.exe, CPU: 0.0%, Memory: 0.17750410175582748%
  PID: 2020, Name: svchost.exe, CPU: 0.0%, Memory: 0.13985802796015037%
  PID: 2064, Name: Grammarly.WebUI.exe, CPU: 0.3%, Memory: 0.5303774656746432%
  PID: 2128, Name: svchost.exe, CPU: 0.3%, Memory: 0.3853645811366615%
  PID: 2156, Name: svchost.exe, CPU: 0.4%, Memory: 0.11522926875495634%
  PID: 2176, Name: svchost.exe, CPU: 0.0%, Memory: 0.09018395548286687%
  PID: 2228, Name: ms-teams.exe, CPU: 0.1%, Memory: 0.2713849745823915%
  PID: 2276, Name: svchost.exe, CPU: 0.1%, Memory: 0.1589153765206176%
  PID: 2428, Name: chrome.exe, CPU: 0.1%, Memory: 0.2782581166861666%
  PID: 2520, Name: svchost.exe, CPU: 0.0%, Memory: 0.1048674863409318%
  PID: 2656, Name: amdfendrsr.exe, CPU: 0.0%, Memory: 0.09023602474122881%
  PID: 2704, Name: atiesrxx.exe, CPU: 0.0%, Memory: 0.08044700416918552%
  PID: 2752, Name: svchost.exe, CPU: 0.0%, Memory: 0.1432945990120379%
  PID: 2864, Name: svchost.exe, CPU: 0.3%, Memory: 0.33407636165015814%
  PID: 2876, Name: svchost.exe, CPU: 0.0%, Memory: 0.13855629650110204%
  PID: 2908, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.18328378943400195%
  PID: 2932, Name: cmd.exe, CPU: 0.0%, Memory: 0.054880998313476724%
  PID: 3036, Name: SynTPEnhService.exe, CPU: 0.0%, Memory: 0.12923589925431617%
